time_stamp	track_id	x_state	y_state	v_state	yaw_state	yaw_rate_state
240000	0	-0.0604059	21.7093	0.151518	0.802649	0.209546
240000	1	-6.38907	23.1304	0.109326	0.181846	0.0891516
250000	0	-0.054951	21.6747	0.130487	0.747513	0.177433
250000	1	-6.38386	23.1139	0.117492	0.0599235	0.0395856
259999	0	-0.0602204	21.6604	0.127198	0.802803	0.180412
259999	1	-6.38668	23.1091	0.117059	0.0571609	0.0354279
270000	0	-0.0662692	21.6725	0.158408	0.929473	0.199199
270000	1	-6.39808	23.1206	0.106217	0.214616	0.0819792
280000	0	-0.0726976	21.7118	0.223915	1.10815	0.225125
280000	1	-6.39546	23.1161	0.113947	0.177089	0.0641585
290000	0	-0.0743172	21.6982	0.203674	1.11055	0.214087
290000	1	-6.38957	23.0983	0.124826	0.00841642	0.0105814
300000	0	-0.0735476	21.7362	0.24604	1.21033	0.220879
300000	1	-6.40401	23.1064	0.111183	-0.155326	0.0756294
310000	0	-0.0672491	21.7488	0.253299	1.25297	0.216922
310000	1	-6.39547	23.1006	0.126273	-0.10588	0.0600785
320000	0	-0.0631009	21.745	0.239529	1.28717	0.210722
320000	1	-6.40749	23.1068	0.109947	-0.140231	0.100002
330000	0	-0.0579998	21.7854	0.26925	1.36474	0.212263
330000	1	-6.39471	23.1104	0.11472	-0.116133	0.108113
340000	0	-0.0574635	21.7708	0.248504	1.40955	0.206288
340000	1	-6.38917	23.1167	0.109456	-0.0831465	0.116818
350000	0	-0.0552497	21.7879	0.262084	1.46883	0.203107
350000	1	-6.38866	23.1232	0.0973282	-0.0410545	0.123087
360000	0	-0.0556296	21.7891	0.259257	1.52986	0.200371
360000	1	-6.38408	23.1283	0.0915025	0.00802618	0.127945
370000	0	-0.0547364	21.801	0.259779	1.59576	0.199079
370000	1	-6.38237	23.132	0.0878701	0.0605108	0.131012
380000	0	-0.0560517	21.8263	0.266287	1.66754	0.199019
380000	1	-6.38188	23.1294	0.0857416	0.0971276	0.12707
390000	0	-0.052077	21.8037	0.225234	1.72469	0.195888
390000	1	-6.38069	23.1224	0.0867216	0.183264	0.137801
400000	0	-0.0490027	21.7697	0.174096	1.80017	0.196086
400000	1	-6.3757	23.1012	0.0868063	0.235619	0.137431
410000	0	-0.0475458	21.8086	0.193588	1.86588	0.192689
410000	1	-6.36515	23.0604	0.0868489	0.256288	0.128378
420000	0	-0.0435668	21.7828	0.163893	1.99183	0.207234
420000	1	-6.3592	23.0136	0.0943633	0.355603	0.140855
430000	0	-0.0304042	21.8019	0.175901	2.08578	0.209447
430000	1	-6.35821	22.9838	0.117992	0.491323	0.16085
440000	0	-0.0189464	21.8177	0.194416	2.21266	0.220365
440000	1	-6.37347	23.0084	0.144649	0.589906	0.165751
450000	0	-0.0202096	21.8702	0.23853	2.29596	0.217811
450000	1	-6.39859	23.0693	0.169267	0.635999	0.160747
460000	0	-0.0317054	21.8451	0.215171	2.49349	0.230239
460000	1	-6.40346	23.0887	0.154952	0.572813	0.137253
470000	0	-0.0363085	21.859	0.201011	2.60754	0.231783
470000	1	-6.40449	23.1148	0.152518	0.566345	0.122581
480000	0	-0.0436706	21.8346	0.172151	2.79867	0.254999
480000	1	-6.40192	23.1353	0.153844	0.58692	0.112945
490000	0	-0.0441459	21.8303	0.160163	2.95221	0.265309
490000	1	-6.4014	23.1619	0.160484	0.650873	0.115173
500000	0	-0.0484114	21.8086	0.144552	3.15819	0.282425
500000	1	-6.40983	23.2012	0.169485	0.776382	0.130579
510000	0	-0.0471738	21.7939	0.119646	3.36864	0.290083
510000	1	-6.39871	23.1612	0.132276	0.737477	0.10361
519999	0	-0.0472594	21.8295	0.0965017	3.46473	0.281557
519999	1	-6.39338	23.1309	0.107165	0.740944	0.0884912
530000	0	-0.053059	21.8371	0.0890326	3.67662	0.299476
530000	1	-6.38122	23.0999	0.0875997	0.731283	0.0730029
540000	0	-0.0527228	21.8552	0.0803117	3.89187	0.316854
540000	1	-6.38373	23.128	0.101919	0.833259	0.0895198
550000	0	-0.076703	21.8453	0.106939	4.1556	0.341514
550000	1	-6.38392	23.168	0.126898	0.952957	0.111602
560000	0	-0.0803289	21.8415	0.116924	4.43639	0.370203
560000	1	-6.39128	23.1733	0.123153	1.03906	0.119692
570000	0	-0.0875784	21.8132	0.149298	4.71861	0.400184
570000	1	-6.38016	23.1015	0.0611694	1.00331	0.0833848
580000	0	-0.0909443	21.8067	0.147959	5.00497	0.429282
580000	1	-6.36483	23.0736	0.043487	1.00836	0.0681643
590000	0	-0.0853976	21.7463	0.184582	5.33143	0.46078
590000	1	-6.35792	23.0493	0.0259452	1.02591	0.0604748
600000	0	-0.0925965	21.7796	0.153578	5.75974	0.532651
600000	1	-6.35528	23.1075	0.0706961	1.12781	0.0813143
610000	0	-0.0867749	21.7903	0.158363	6.21775	0.58718
610000	1	-6.36069	23.0681	0.0348468	1.15823	0.0738906
620000	0	-0.0659197	21.7918	0.173557	6.69036	0.634753
620000	1	-6.35607	23.1219	0.0783192	1.25178	0.091264
630000	0	-0.0330957	21.7013	0.159863	7.02919	0.613982
630000	1	-6.36298	23.1277	0.0787482	1.338	0.104668
640000	0	0.0191665	21.7354	0.207321	7.6213	0.712624
640000	1	-6.36488	23.1393	0.0849201	1.43602	0.118785
650000	0	0.0555951	21.7461	0.209685	8.20919	0.754312
650000	1	-6.3738	23.188	0.123662	1.58395	0.14925
660000	0	0.0618002	21.8108	0.264995	8.83492	0.806227
660000	1	-6.37164	23.1497	0.0930254	1.7135	0.165556
670000	0	0.040841	21.8983	0.301237	9.47108	0.836963
670000	1	-6.34667	23.1049	0.0560168	1.85201	0.177325
680000	0	0.00135753	21.9022	0.321866	10.2295	0.913365
680000	1	-6.32501	23.1226	0.0765692	2.08556	0.223645
690000	0	-0.0435416	21.9877	0.282335	10.8087	0.896401
690000	1	-6.30073	23.111	0.0846952	2.38253	0.276616
700000	0	-0.0912085	21.927	0.3589	11.6282	0.984676
700000	1	-6.29932	23.0882	0.0877372	2.68891	0.314783
710000	0	-0.0963162	21.8746	0.450511	12.4218	1.02868
710000	1	-6.33371	23.1393	0.140413	2.94032	0.326661
720000	0	-0.0898702	21.7917	0.511881	13.3459	1.11819
720000	1	-6.34982	23.1417	0.14435	3.27771	0.365005
730000	0	-0.056808	21.8203	0.627512	14.3217	1.19592
730000	1	-6.39744	23.2049	0.173052	3.52707	0.359203
740000	0	0.0435532	21.7577	0.681566	15.4238	1.27892
740000	1	-6.40017	23.2232	0.183899	3.95065	0.434871
750000	0	0.084544	21.8189	0.840637	16.2648	1.30963
750000	1	-6.44241	23.255	0.223148	4.44417	0.503032
760000	0	0.169922	21.9323	1.15408	17.0605	1.12315
760000	1	-6.48962	23.2865	0.339582	5.07051	0.618403
770000	0	0.0682558	21.933	1.44364	17.8184	0.713888
770000	1	-6.49906	23.3435	0.552605	5.90927	0.729527
780000	0	-0.205043	21.7728	1.41602	18.9536	1.25444
780000	1	-6.81273	23.4836	1.36042	8.07628	0.611757
790000	0	-0.334433	21.3646	1.1184	19.4325	3.45534
790000	1	-6.42768	22.9735	1.34322	8.3905	0.65061
800000	0	-0.0624847	21.1608	0.394322	20.4339	9.83202
800000	1	-6.46896	22.8174	1.26449	8.72915	0.772614
810000	0	-0.0778054	21.205	0.474737	28.2526	9.87755
810000	1	-6.62331	22.9584	1.14059	9.28875	0.781105
820000	0	-0.0780746	21.2975	0.409093	36.2568	10.2879
820000	1	-6.47846	22.9848	1.03438	9.92443	0.7883
830000	0	-0.106288	21.4585	0.0395662	44.9111	10.5232
830000	1	-6.43596	23.1013	0.976284	10.5665	0.791918
840000	0	0.0244006	21.6555	0.0456014	53.8337	10.5599
840000	1	-6.46801	23.1526	0.916437	11.2808	0.798931
850000	0	-0.0206808	21.7642	0.217555	62.4817	10.4017
850000	1	-6.52743	23.1614	0.835163	12.0593	0.823904
860000	0	-0.00921973	21.7974	0.100732	71.0258	10.4406
860000	1	-6.499	22.9585	0.870955	12.838	0.874934
870000	0	-0.0147758	21.8218	0.14662	79.7426	10.4906
870000	1	-6.40034	22.8454	0.805561	13.7969	1.00724
880000	0	0.00697194	21.8714	0.145187	88.8519	10.4856
880000	1	-6.18493	22.9338	0.794445	14.8964	1.19853
890000	0	0.0127829	21.9023	0.17313	98.0641	10.4752
890000	1	-6.05795	23.1604	0.751608	16.2213	1.44933
900000	0	-0.0227844	21.8845	0.082031	107.395	10.4951
900000	1	-6.37588	23.432	0.657376	17.7626	1.70635
910000	0	0.00472795	21.8945	-0.0473673	116.875	10.4678
910000	1	-6.56714	23.1694	0.692531	19.407	1.79521
920000	0	-0.0609882	21.8204	0.00796004	126.367	10.4449
920000	1	-6.53382	24.1913	0.849212	20.5365	-0.530133
930000	0	nan	nan	nan	nan	nan
930000	1	-6.26348	23.6357	0.849212	20.0488	-0.530133
940000	0	nan	nan	nan	nan	nan
940000	1	-6.2449	23.5838	0.849212	19.5557	-0.530133
940000	-1	-6.39483	23.1552	0.440473	0.000492552	4.32121e-06
940000	-1	-6.39483	23.1552	0.440473	0.000492552	4.32121e-06
950000	0	nan	nan	nan	nan	nan
950000	1	-6.94604	23.9138	0.849212	19.0574	-0.530133
950000	-1	nan	nan	nan	nan	nan
950000	-1	nan	nan	nan	nan	nan
960000	0	nan	nan	nan	nan	nan
960000	1	-7.62107	23.9848	0.849212	18.5538	-0.530133
960000	-1	nan	nan	nan	nan	nan
960000	-1	nan	nan	nan	nan	nan
970000	0	nan	nan	nan	nan	nan
970000	-1	nan	nan	nan	nan	nan
970000	-1	nan	nan	nan	nan	nan
970000	-1	-0.00862856	21.8635	0.279328	0.000102123	8.95936e-07
970000	-1	-6.38108	23.1079	0.250508	0.000246435	2.162e-06
970000	-1	-0.00862856	21.8635	0.279328	0.000102123	8.95936e-07
970000	-1	-6.38108	23.1079	0.250508	0.000246435	2.162e-06
980000	-1	nan	nan	nan	nan	nan
980000	-1	nan	nan	nan	nan	nan
980000	-1	-0.0108065	21.8856	0.276934	0.000561973	9.18177e-06
980000	-1	-6.37689	23.1128	0.255253	0.000338319	3.81799e-06
980000	-1	-0.0108065	21.8856	0.276934	0.000561973	9.18177e-06
980000	-1	-6.37689	23.1128	0.255253	0.000338319	3.81799e-06
990000	-1	nan	nan	nan	nan	nan
990000	-1	nan	nan	nan	nan	nan
990000	-1	-0.0101985	21.8804	0.273471	0.000202681	-2.21217e-06
990000	-1	-6.37996	23.1248	0.251298	0.0011038	2.81396e-05
990000	-1	-0.0101985	21.8804	0.273471	0.000202681	-2.21217e-06
990000	-1	-6.37996	23.1248	0.251298	0.0011038	2.81396e-05
1000000	-1	nan	nan	nan	nan	nan
1000000	-1	nan	nan	nan	nan	nan
1000000	-1	-0.00554318	21.8741	0.270723	-0.000804244	-5.36442e-05
1000000	-1	-6.37786	23.1251	0.249595	0.00114514	3.01928e-05
1000000	-1	-0.00554318	21.8741	0.270723	-0.000804244	-5.36442e-05
1000000	-1	-6.37786	23.1251	0.249595	0.00114514	3.01928e-05
1010000	-1	-0.00360439	21.8742	0.264013	-0.000801645	-5.33179e-05
1010000	-1	-6.37129	23.1209	0.249686	-3.35816e-05	-5.98435e-05
1010000	-1	-0.00360439	21.8742	0.264013	-0.000801645	-5.33179e-05
1010000	-1	-6.37129	23.1209	0.249686	-3.35816e-05	-5.98435e-05
1020000	-1	0.000145211	21.8786	0.254481	0.00141327	0.000182529
1020000	-1	-6.36436	23.113	0.249167	-0.00378729	-0.000460859
1020000	-1	0.000145211	21.8786	0.254481	0.00141327	0.000182529
1020000	-1	-6.36436	23.113	0.249167	-0.00378729	-0.000460859
1030000	2	0.00567704	21.8711	0.246447	-0.00440341	-0.00063622
1030000	3	-6.36363	23.1196	0.229564	0.00104209	0.000228475
1030000	4	0.00567704	21.8711	0.246447	-0.00440341	-0.00063622
1030000	5	-6.36363	23.1196	0.229564	0.00104206	0.000228471
1039999	2	0.0106397	21.8717	0.233413	-0.00376798	-0.00051539
1039999	3	-6.36034	23.1228	0.21358	0.00446999	0.000836719
1039999	4	0.0106397	21.8717	0.233413	-0.00376798	-0.00051539
1039999	5	-6.36034	23.1228	0.21358	0.00446988	0.000836701
1050000	2	0.0150622	21.863	0.218404	-0.0168462	-0.00333324
1050000	3	-6.36601	23.1361	0.177481	0.0234027	0.00490314
1050000	4	0.0150622	21.863	0.218404	-0.0168462	-0.00333324
1050000	5	-6.36601	23.1361	0.177483	0.0234002	0.0049026
1060000	2	0.0161837	21.8711	0.197157	-0.00124882	0.000691604
1060000	3	-6.36166	23.1311	0.167467	0.0147922	0.00265536
1060000	4	0.0161837	21.8711	0.197157	-0.00124882	0.000691604
1060000	5	-6.36165	23.1311	0.167469	0.014791	0.00265517
1070000	2	0.0187358	21.8808	0.183929	0.0219848	0.00733121
1070000	3	-6.358	23.121	0.15712	-0.00736267	-0.00364025
1070000	4	0.0187358	21.8808	0.183929	0.0219848	0.00733121
1070000	5	-6.35799	23.121	0.157116	-0.00734969	-0.00363655
1080000	2	0.0180274	21.8755	0.166395	0.00743067	0.00248046
1080000	3	-6.35073	23.1137	0.155141	-0.0264534	-0.00943129
1080000	4	0.0180274	21.8755	0.166395	0.00743067	0.00248046
1080000	5	-6.35073	23.1137	0.155132	-0.0264249	-0.00942307
1090000	2	0.0175961	21.8753	0.153021	0.00717996	0.00229647
1090000	3	-6.34942	23.1059	0.144903	-0.0511285	-0.0173307
1090000	4	0.0175961	21.8753	0.153021	0.00717996	0.00229647
1090000	5	-6.34942	23.1058	0.144892	-0.0510869	-0.0173187
1100000	2	0.0176196	21.8787	0.143244	0.0204194	0.00690301
1100000	3	-6.36267	23.1144	0.118509	-0.0222726	-0.00636765
1100000	4	0.0176196	21.8787	0.143244	0.0204194	0.00690301
1100000	5	-6.36267	23.1144	0.118502	-0.0222445	-0.00636073
1110000	2	0.0157008	21.8757	0.133665	0.00929177	0.00247399
1110000	3	-6.36547	23.1151	0.109383	-0.0198074	-0.00516797
1110000	4	0.0157008	21.8757	0.133665	0.00929177	0.00247399
1110000	5	-6.36547	23.1151	0.109377	-0.0197777	-0.00516078
1120000	2	0.011133	21.874	0.123709	0.00217449	-0.000299888
1120000	3	-6.35991	23.1083	0.110549	-0.0493458	-0.0156252
1120000	4	0.011133	21.874	0.123709	0.00217449	-0.000299888
1120000	5	-6.3599	23.1083	0.110537	-0.0492819	-0.015606
1130000	2	0.00642902	21.8847	0.116226	0.0556548	0.0194149
1130000	3	-6.37231	23.1133	0.0957641	-0.0282755	-0.00712844
1130000	4	0.00642902	21.8847	0.116226	0.0556548	0.0194149
1130000	5	-6.3723	23.1133	0.0957553	-0.0282281	-0.00711657
1140000	2	0.00497154	21.8803	0.113018	0.03641	0.0112777
1140000	3	-6.36721	23.1109	0.0982949	-0.0404884	-0.0110076
1140000	4	0.00497154	21.8803	0.113018	0.03641	0.0112777
1140000	5	-6.3672	23.1109	0.0982805	-0.0404124	-0.0109861
1150000	2	1.58728e-05	21.8737	0.108248	0.00467632	-0.000522981
1150000	3	-6.37768	23.118	0.0887666	-0.00695521	0.00107777
1150000	4	1.58728e-05	21.8737	0.108248	0.00467632	-0.000522981
1150000	5	-6.37766	23.118	0.0887521	-0.00691092	0.00108618
1160000	2	-0.00473846	21.8829	0.105274	0.0586684	0.0175543
1160000	3	-6.3724	23.1089	0.0925031	-0.0532264	-0.0142003
1160000	4	-0.00473846	21.8829	0.105274	0.0586684	0.0175543
1160000	5	-6.37238	23.1089	0.0924818	-0.053121	-0.0141669
1170000	2	-0.00555176	21.8738	0.105218	0.0138809	0.00252945
1170000	3	-6.36862	23.1017	0.0948834	-0.0931379	-0.0250397
1170000	4	-0.00555176	21.8738	0.105218	0.0138809	0.00252945
1170000	5	-6.3686	23.1017	0.0948548	-0.0929771	-0.0249848
1180000	2	-0.00854838	21.8672	0.103295	-0.0186875	-0.00625648
1180000	3	-6.38372	23.1177	0.081742	-0.0142125	-0.00486586
1180000	4	-0.00854838	21.8672	0.103295	-0.0186875	-0.00625648
1180000	5	-6.3837	23.1177	0.0817123	-0.0140791	-0.00484533
1190000	2	-0.0127736	21.8641	0.0999223	-0.0342194	-0.00917967
1190000	3	-6.38187	23.1154	0.0820639	-0.0302691	-0.00767072
1190000	4	-0.0127736	21.8641	0.0999223	-0.0342194	-0.00917967
1190000	5	-6.38185	23.1154	0.082027	-0.0300994	-0.00763892
1200000	2	-0.0114284	21.8605	0.100037	-0.0556142	-0.012078
1200000	3	-6.37509	23.1122	0.0851087	-0.0526393	-0.0105706
1200000	4	-0.0114284	21.8605	0.100037	-0.0556142	-0.012078
1200000	5	-6.37506	23.1121	0.0850653	-0.0524413	-0.0105282
1210000	2	-0.0121087	21.8565	0.0971408	-0.0833503	-0.0146131
1210000	3	-6.37401	23.1118	0.0826464	-0.0598379	-0.0110694
1210000	4	-0.0121087	21.8565	0.0971408	-0.0833503	-0.0146131
1210000	5	-6.37398	23.1118	0.0825946	-0.0596179	-0.011024
1220000	2	-0.0104845	21.8793	0.0925608	0.0505439	-0.00370339
1220000	3	-6.37353	23.114	0.078698	-0.0535919	-0.0102062
1220000	4	-0.0104845	21.8793	0.0925608	0.0505439	-0.00370339
1220000	5	-6.3735	23.114	0.0786357	-0.0533569	-0.0101634
1230000	2	-0.00768045	21.8905	0.0895225	0.101629	0.000493831
1230000	3	-6.36954	23.113	0.0771311	-0.0692228	-0.0115835
1230000	4	-0.00768046	21.8905	0.0895225	0.101629	0.00049383
1230000	5	-6.36951	23.113	0.0770589	-0.0689829	-0.0115384
1240000	2	-0.0078381	21.9067	0.0848906	0.188065	0.00963228
1240000	3	-6.3663	23.107	0.0759784	-0.118744	-0.0178432
1240000	4	-0.00783928	21.9067	0.0848909	0.188058	0.00963128
1240000	5	-6.36628	23.107	0.0758978	-0.118506	-0.0177949
1250000	2	-0.00407977	21.9307	0.0858653	0.336453	0.0307191
1250000	3	-6.36772	23.1095	0.0715116	-0.121442	-0.0174402
1250000	4	-0.00407665	21.9307	0.0858661	0.336483	0.030727
1250000	5	-6.3677	23.1095	0.0714238	-0.121216	-0.0173959
1260000	2	-0.00514271	21.922	0.0804068	0.316243	0.0254725
1260000	3	-6.36621	23.1048	0.0729924	-0.184633	-0.0291868
1260000	4	-0.00513994	21.922	0.0804064	0.316288	0.0254819
1260000	5	-6.3662	23.1049	0.072901	-0.184427	-0.029151
1270000	2	-0.00297418	21.9284	0.0880169	0.44062	0.0510032
1270000	3	-6.37742	23.1135	0.0643073	-0.188117	-0.0279796
1270000	4	-0.00296687	21.9283	0.0880205	0.440719	0.0510296
1270000	5	-6.37741	23.1135	0.0642125	-0.187967	-0.0279575
1280000	2	0.000473677	21.9153	0.092184	0.49734	0.0607395
1280000	3	-6.38314	23.126	0.0607412	-0.197498	-0.0281185
1280000	4	0.000494951	21.9152	0.0921957	0.497558	0.0607963
1280000	5	-6.38314	23.1261	0.0606479	-0.197438	-0.028118
1290000	2	0.00143882	21.8936	0.0966772	0.57172	0.0737074
1290000	3	-6.40944	23.167	0.0295466	-0.0605578	0.00253458
1290000	4	0.00147449	21.8935	0.0967097	0.572147	0.0738167
1290000	5	-6.40943	23.1671	0.0294253	-0.0605556	0.00254637
1300000	2	0.00641528	21.87	0.104999	0.65261	0.084902
1300000	3	-6.418	23.1821	0.025492	-0.0831826	-0.00182831
1300000	4	0.00646777	21.8698	0.105078	0.653313	0.0850758
1300000	5	-6.418	23.1822	0.0253844	-0.0833801	-0.00185855
1310000	2	0.0148097	21.8814	0.151782	0.847837	0.107721
1310000	3	-6.40415	23.1795	0.0445722	-0.165144	-0.0145984
1310000	4	0.0148164	21.8812	0.151946	0.848628	0.107994
1310000	5	-6.40415	23.1796	0.0444978	-0.165401	-0.0146575
1320000	2	0.0140783	21.9122	0.208104	1.04564	0.122826
1320000	3	-6.38918	23.1671	0.0671448	-0.264079	-0.0272124
1320000	4	0.0139823	21.912	0.208394	1.0465	0.123221
1320000	5	-6.38921	23.1672	0.0671209	-0.264343	-0.0272926
1330000	2	0.00279496	21.923	0.215426	1.13603	0.127496
1330000	3	-6.38483	23.1568	0.0794722	-0.338769	-0.0362131
1330000	4	0.00261735	21.9228	0.215835	1.13701	0.127917
1330000	5	-6.3849	23.1567	0.0794746	-0.338905	-0.0362828
1340000	2	-0.00819934	21.9776	0.272602	1.27812	0.141134
1340000	3	-6.38073	23.1483	0.0942428	-0.410734	-0.0461934
1340000	4	-0.00843806	21.9774	0.273129	1.27911	0.141562
1340000	5	-6.38085	23.148	0.09423	-0.410521	-0.0462001
1350000	2	-0.0198319	22.005	0.2952	1.36023	0.146741
1350000	3	-6.38738	23.1487	0.0972745	-0.456972	-0.0519731
1350000	4	-0.0200892	22.0048	0.295829	1.3612	0.147124
1350000	5	-6.38753	23.1482	0.0971827	-0.456249	-0.0518729
1360000	2	-0.0288604	22.0499	0.338066	1.44789	0.153036
1360000	3	-6.38822	23.1325	0.123373	-0.540106	-0.0659852
1360000	4	-0.0291236	22.0498	0.338733	1.44873	0.153336
1360000	5	-6.38834	23.1319	0.12318	-0.538989	-0.0657859
1370000	2	-0.0324468	22.07	0.354672	1.50767	0.152676
1370000	3	-6.40595	23.128	0.107421	-0.539262	-0.0600057
1370000	4	-0.0326888	22.0699	0.355379	1.50842	0.152927
1370000	5	-6.40603	23.1275	0.107116	-0.537655	-0.0597253
1380000	2	-0.0386312	22.11	0.370954	1.58058	0.154576
1380000	3	-6.39604	23.0844	0.140562	-0.589091	-0.0652484
1380000	4	-0.0388663	22.1099	0.371687	1.58118	0.154793
1380000	5	-6.39601	23.084	0.140148	-0.58721	-0.0649277
1390000	2	-0.0395923	22.0963	0.339773	1.63323	0.152195
1390000	3	-6.38359	23.0403	0.172454	-0.633986	-0.0691216
1390000	4	-0.0398215	22.0962	0.340621	1.6338	0.152399
1390000	5	-6.3835	23.0401	0.171934	-0.631913	-0.0687882
1400000	2	-0.0434352	22.1452	0.351607	1.69346	0.151029
1400000	3	-6.38681	23.02	0.176316	-0.658856	-0.0675343
1400000	4	-0.0436518	22.145	0.352473	1.69388	0.15118
1400000	5	-6.38669	23.0199	0.175724	-0.656596	-0.0671931
1410000	2	-0.0434556	22.1412	0.33879	1.75435	0.150249
1410000	3	-6.38721	23.01	0.174985	-0.675888	-0.0634223
1410000	4	-0.0436262	22.1411	0.339763	1.75465	0.150338
1410000	5	-6.3871	23.0099	0.174349	-0.673455	-0.0630837
1420000	2	-0.0361229	22.139	0.343707	1.81344	0.147507
1420000	3	-6.38703	23.0115	0.169027	-0.689056	-0.0579719
1420000	4	-0.0361954	22.1388	0.344744	1.81369	0.147557
1420000	5	-6.38695	23.0115	0.168372	-0.686473	-0.0576338
1430000	2	-0.0229338	22.1575	0.370224	1.88288	0.148032
1430000	3	-6.38709	23.0358	0.148811	-0.677253	-0.0431465
1430000	4	-0.022835	22.1572	0.371282	1.8832	0.148094
1430000	5	-6.38706	23.0358	0.148146	-0.674364	-0.0427711
1440000	2	-0.00960193	22.237	0.418798	1.94454	0.147218
1440000	3	-6.38839	23.0534	0.134194	-0.678627	-0.0362138
1440000	4	-0.00931311	22.2365	0.419827	1.94517	0.147314
1440000	5	-6.38842	23.0534	0.133537	-0.675479	-0.0358021
1450000	2	-0.0108919	22.2422	0.404035	2.08655	0.155097
1450000	3	-6.37763	23.0574	0.136011	-0.690397	-0.0340152
1450000	4	-0.0104069	22.2419	0.405422	2.08742	0.155229
1450000	5	-6.37768	23.0574	0.13538	-0.687015	-0.0335873
1460000	2	-0.00694377	22.2713	0.394737	2.2118	0.167352
1460000	3	-6.3692	23.0568	0.138261	-0.713932	-0.0363542
1460000	4	-0.00634752	22.2713	0.396399	2.2132	0.167592
1460000	5	-6.36926	23.0568	0.137616	-0.710275	-0.035902
1470000	2	0.0152481	22.2648	0.391194	2.39206	0.201458
1470000	3	-6.36453	23.06	0.138884	-0.739668	-0.038936
1470000	4	0.0160992	22.2651	0.3932	2.39423	0.20191
1470000	5	-6.36461	23.0599	0.138217	-0.735687	-0.0384474
1480000	2	0.0677161	22.2546	0.423322	2.62437	0.260838
1480000	3	-6.38652	23.1134	0.098455	-0.730223	-0.027644
1480000	4	0.0694415	22.2551	0.425945	2.62788	0.262038
1480000	5	-6.3867	23.1132	0.0977557	-0.725537	-0.026987
1490000	2	0.0931087	22.3156	0.502164	2.84583	0.291285
1490000	3	-6.39406	23.1318	0.0859692	-0.742591	-0.0267227
1490000	4	0.0960891	22.3158	0.505799	2.85248	0.293579
1490000	5	-6.39428	23.1317	0.0852557	-0.737289	-0.025962
1500000	2	0.0904963	22.3144	0.572367	3.14304	0.321819
1500000	3	-6.39307	23.1279	0.0883657	-0.771314	-0.0314716
1500000	4	0.0954781	22.3147	0.578975	3.15426	0.325111
1500000	5	-6.3933	23.1277	0.0876396	-0.765453	-0.0306514
1510000	2	0.0723293	22.3256	0.652414	3.39888	0.336661
1510000	3	-6.41094	23.1558	0.0657793	-0.78109	-0.0288854
1510000	4	0.0765956	22.3238	0.661387	3.41448	0.340545
1510000	5	-6.41128	23.1556	0.0649951	-0.774245	-0.0278891
1520000	2	0.202869	22.3834	0.865365	3.59565	0.316149
1520000	3	-6.38684	23.1095	0.103565	-0.835695	-0.0401768
1520000	4	0.225155	22.3828	0.895988	3.64977	0.323778
1520000	5	-6.38708	23.1093	0.102826	-0.828481	-0.0392306
1530000	2	0.241069	22.3763	1.10032	3.85463	0.237652
1530000	3	-6.38475	23.103	0.10785	-0.866658	-0.0428759
1530000	4	0.320149	22.3811	1.24704	3.92406	0.231934
1530000	5	-6.3851	23.1027	0.107091	-0.858608	-0.0418312
1540000	2	0.148578	22.3672	1.18171	3.95059	0.0893804
1540000	3	-6.39821	23.124	0.090898	-0.891503	-0.0429812
1540000	4	0.299117	22.4063	1.40745	4.00641	-0.00593316
1540000	5	-6.39875	23.1236	0.0900307	-0.882197	-0.0417232
1550000	2	0.0852866	22.4626	1.22292	3.98136	0.0641718
1550000	3	-6.39106	23.1095	0.104199	-0.934741	-0.0494891
1550000	4	0.301372	22.5815	1.55472	3.96769	-0.0695407
1550000	5	-6.39156	23.1091	0.103346	-0.924527	-0.0481635
1560000	2	0.271157	22.6995	1.50449	4.00493	0.016401
1560000	3	-6.39734	23.1133	0.0980047	-0.980404	-0.0542937
1560000	4	0.468432	22.7733	2.11474	3.7798	-0.233985
1560000	5	-6.39794	23.113	0.09702	-0.968947	-0.0528244
1570000	2	0.46526	22.8368	2.47631	5.12792	-0.645018
1570000	3	-6.38187	23.0851	0.121081	-1.03813	-0.0627464
1570000	4	0.750962	23.4692	2.92071	4.24545	-0.603833
1570000	5	-6.38236	23.0848	0.120174	-1.02589	-0.0612944
1580000	2	-0.123625	23.4386	3.23988	5.48097	-2.60156
1580000	3	-6.36475	23.0506	0.14541	-1.10525	-0.0702144
1580000	4	2.43481	23.7914	3.47043	4.20795	-0.395056
1580000	5	-6.36517	23.0504	0.144625	-1.09241	-0.0688379
1590000	2	-nan	-nan	-nan	-nan	-nan
1590000	3	-nan	-nan	-nan	-nan	-nan
1590000	4	-nan	-nan	-nan	-nan	-nan
1590000	5	-nan	-nan	-nan	-nan	-nan
1600000	2	-nan	-nan	-nan	-nan	-nan
1600000	3	-nan	-nan	-nan	-nan	-nan
1600000	4	-nan	-nan	-nan	-nan	-nan
1600000	5	-nan	-nan	-nan	-nan	-nan
1610000	2	-nan	-nan	-nan	-nan	-nan
1610000	3	-nan	-nan	-nan	-nan	-nan
1610000	4	-nan	-nan	-nan	-nan	-nan
1610000	5	-nan	-nan	-nan	-nan	-nan
1610000	-1	-0.0363604	22.5568	2.18986	-0.000965844	-8.47344e-06
1610000	-1	-6.40384	23.103	0.368616	5.78696e-05	5.07696e-07
1610000	-1	3.33809	24.2789	18.212	0.0295925	0.000259618
