frame_id time_stamp sensor_id z x y vz vx vy 
8 0.070000 2 21.740393 0.011265 0.000000 -2.233551 1.369294 -0.000000 
9 0.080000 1 21.789639 -0.086179 0.000000 0.298554 0.053150 -0.000000 
9 0.080000 1 23.025337 -6.370028 0.000000 0.014644 -0.066140 0.000000 
9 0.080000 2 22.249886 -0.145893 0.000000 -2.158106 0.397398 -0.000000 
9 0.080000 2 23.440961 -6.514416 -0.000000 0.247152 -1.336722 0.000000 
10 0.090000 1 21.742548 -0.082023 0.000000 0.414886 0.041213 0.000000 
10 0.090000 1 23.049638 -6.387371 0.000000 0.061836 0.049996 0.000000 
10 0.090000 2 21.150570 0.002694 -0.000000 0.692908 -0.236706 0.000000 
10 0.090000 2 22.754714 -6.135976 -0.000000 -2.183813 0.036190 0.000000 
11 0.100000 1 21.598103 -0.085021 0.000000 0.253184 0.121017 0.000000 
11 0.100000 1 23.020772 -6.362868 0.000000 -0.021508 0.424160 0.000000 
11 0.100000 2 21.697953 -0.060430 0.000000 -0.228824 0.850504 0.000000 
11 0.100000 2 23.401756 -6.536356 0.000000 2.134509 1.768789 0.000000 
12 0.110000 1 21.689529 -0.073479 -0.000000 0.716675 0.134590 0.000000 
12 0.110000 1 23.186089 -6.417991 0.000000 -0.307601 -0.120277 0.000000 
12 0.110000 2 21.135960 0.037891 0.000000 -1.143412 -0.866761 0.000000 
12 0.110000 2 22.430277 -6.175935 -0.000000 -0.181980 3.018573 0.000000 
13 0.120000 1 21.822215 -0.074119 0.000000 0.608751 0.071704 -0.000000 
13 0.120000 1 23.125531 -6.402478 -0.000000 -0.591825 0.122450 0.000000 
13 0.120000 2 22.136972 -0.023689 0.000000 1.091874 -0.686897 0.000000 
13 0.120000 2 46.672973 -22.901328 -0.000000 -71.695808 -14.351879 0.000000 
14 0.130000 1 21.655049 -0.079088 0.000000 0.211755 0.002419 0.000000 
14 0.130000 1 22.893269 -6.327206 0.000000 0.334295 0.169430 0.000000 
14 0.130000 2 21.922917 -0.046550 0.000000 -1.531538 -0.471623 0.000000 
14 0.130000 2 23.813385 -6.652576 -0.000000 0.368730 -0.574502 0.000000 
15 0.140000 1 21.692981 -0.070187 -0.000000 0.549448 0.055390 0.000000 
15 0.140000 1 22.913517 -6.324812 0.000000 0.166327 0.092138 0.000000 
15 0.140000 2 22.744981 -6.232885 -0.000000 1.403392 -1.578396 -0.000000 
16 0.150000 1 21.797822 -0.080429 0.000000 0.136869 0.151146 0.000000 
16 0.150000 1 23.142697 -6.385766 -0.000000 0.138583 0.094052 0.000000 
16 0.150000 2 22.855286 -6.427809 0.000000 -1.822634 0.200673 -0.000000 
17 0.160000 1 21.782584 -0.066664 0.000000 0.201661 0.008731 0.000000 
17 0.160000 1 23.072829 -6.373823 0.000000 -0.117883 -0.024793 0.000000 
17 0.160000 2 21.026966 -0.029236 -0.000000 2.332035 0.043699 0.000000 
17 0.160000 2 23.596024 -6.653612 -0.000000 -0.935187 2.543127 0.000000 
17 0.160000 2 31.712833 -12.902930 0.000000 -24.864590 18.771646 0.000000 
18 0.170000 1 21.699458 -0.059074 0.000000 0.783566 0.013114 0.000000 
18 0.170000 1 23.153053 -6.399809 -0.000000 0.045429 0.058541 0.000000 
18 0.170000 2 22.164801 -0.113897 0.000000 2.292695 -1.010936 0.000000 
18 0.170000 2 24.481799 -6.956376 0.000000 -2.902197 3.030792 0.000000 
19 0.180000 1 21.782843 -0.075678 0.000000 0.155450 -0.024991 0.000000 
19 0.180000 1 23.047793 -6.368282 0.000000 -0.384140 -0.022896 0.000000 
19 0.180000 2 21.583947 -0.093108 0.000000 -2.731540 -1.399700 0.000000 
19 0.180000 2 23.072116 -6.361044 0.000000 6.249775 -1.952567 0.000000 
20 0.190000 1 21.771025 -0.062631 0.000000 0.073863 -0.105380 0.000000 
20 0.190000 1 23.170415 -6.404541 -0.000000 -0.242692 0.161095 0.000000 
20 0.190000 2 22.246244 -0.067314 0.000000 1.731339 0.234973 0.000000 
20 0.190000 2 21.766140 -5.940654 -0.000000 -0.291835 -0.492476 0.000000 
21 0.200000 1 21.696682 -0.057500 -0.000000 0.027661 0.025520 0.000000 
21 0.200000 1 23.080541 -6.383195 -0.000000 0.012016 -0.035445 0.000000 
21 0.200000 2 21.583522 -0.049312 0.000000 -5.583480 -1.185317 0.000000 
22 0.210000 1 21.805782 -0.070209 0.000000 0.047787 0.170034 0.000000 
22 0.210000 1 23.166446 -6.401206 0.000000 0.096143 0.017204 0.000000 
22 0.210000 2 22.114556 -0.059864 0.000000 3.798747 -0.515047 0.000000 
22 0.210000 2 23.158685 -6.517225 -0.000000 -2.119786 0.530342 0.000000 
23 0.220000 1 21.754569 -0.064504 0.000000 0.149927 -0.061041 0.000000 
23 0.220000 1 23.152906 -6.403729 -0.000000 -0.653500 0.336178 0.000000 
23 0.220000 2 22.002840 -0.046562 0.000000 -8.315634 0.445151 0.000000 
23 0.220000 2 23.039736 -6.513071 0.000000 -7.019963 -0.216551 0.000000 
24 0.230000 1 21.813753 -0.070031 -0.000000 0.097091 0.276821 0.000000 
24 0.230000 1 23.177700 -6.409525 0.000000 0.583972 -0.091345 0.000000 
24 0.230000 2 21.312802 -0.158824 -0.000000 -0.355703 -2.281065 -0.000000 
24 0.230000 2 22.702970 -6.144809 -0.000000 0.698893 1.879075 0.000000 
25 0.240000 1 21.717501 -0.070601 -0.000000 0.226411 0.265086 -0.000000 
25 0.240000 1 23.125746 -6.397062 -0.000000 0.060918 0.076658 -0.000000 
25 0.240000 2 21.590183 -0.014846 0.000000 3.269331 -0.626131 0.000000 
25 0.240000 2 22.797547 -6.283959 -0.000000 -2.092333 1.285938 0.000000 
26 0.250000 1 21.577060 -0.053738 0.000000 0.258308 0.222694 0.000000 
26 0.250000 1 23.031851 -6.362191 -0.000000 -0.158828 -0.094866 0.000000 
26 0.250000 2 21.809741 -0.056604 0.000000 1.245390 -0.209491 0.000000 
26 0.250000 2 24.571691 -6.786389 -0.000000 -4.000024 1.620206 -0.000000 
27 0.260000 1 21.658637 -0.069400 0.000000 -0.128389 0.051565 0.000000 
27 0.260000 1 23.102860 -6.387629 0.000000 -0.116019 -0.102757 0.000000 
27 0.260000 2 21.462326 0.137175 -0.000000 3.457071 -0.027131 0.000000 
27 0.260000 2 23.737642 -6.710459 -0.000000 -0.124622 0.529285 0.000000 
28 0.270000 1 21.761579 -0.058301 -0.000000 -0.070743 0.125255 0.000000 
28 0.270000 1 23.197592 -6.420509 -0.000000 -0.026267 -0.142170 0.000000 
28 0.270000 2 9.607622 -4.316787 0.000000 -0.705982 6.243645 0.000000 
28 0.270000 2 21.123096 -0.002022 -0.000000 2.857172 -2.205860 0.000000 
28 0.270000 2 22.819622 -6.422682 0.000000 0.487778 0.626013 0.000000 
29 0.280000 1 21.876098 -0.052757 -0.000000 -0.177355 -0.096768 0.000000 
29 0.280000 1 23.087740 -6.382779 0.000000 -0.405070 -0.432638 0.000000 
29 0.280000 2 21.245784 -0.056362 0.000000 -3.479677 0.558319 0.000000 
29 0.280000 2 23.907792 -6.691169 0.000000 1.305624 0.084131 0.000000 
30 0.290000 1 21.656646 -0.064335 0.000000 -0.201782 -0.078586 -0.000000 
30 0.290000 1 23.006922 -6.362037 -0.000000 -0.207255 -0.062957 0.000000 
30 0.290000 2 21.597964 -0.098420 0.000000 -1.987987 1.734361 0.000000 
30 0.290000 2 23.888664 -6.725542 0.000000 -0.818224 0.051695 0.000000 
31 0.300000 1 21.797398 -0.057617 0.000000 0.861973 0.152859 0.000000 
31 0.300000 1 23.217985 -6.431288 0.000000 0.256629 0.111303 0.000000 
31 0.300000 2 22.478770 -0.051226 0.000000 6.427594 0.375181 -0.000000 
31 0.300000 2 23.607621 -6.571586 -0.000000 -2.659531 1.663919 0.000000 
32 0.310000 1 21.750762 -0.049355 -0.000000 0.402491 -0.064662 0.000000 
32 0.310000 1 23.071547 -6.375798 0.000000 0.050182 0.122173 -0.000000 
32 0.310000 2 21.322523 -0.044143 0.000000 2.062156 3.369230 0.000000 
32 0.310000 2 23.026101 -6.443556 -0.000000 1.190787 -1.262742 0.000000 
33 0.320000 1 21.719608 -0.054010 -0.000000 0.212943 0.095583 0.000000 
33 0.320000 1 23.214046 -6.420915 -0.000000 0.155779 -0.104213 0.000000 
33 0.320000 2 21.756566 -0.064350 -0.000000 1.193616 -0.069299 0.000000 
33 0.320000 2 23.973402 -6.557137 -0.000000 1.613907 0.115505 -0.000000 
34 0.330000 1 21.828854 -0.045874 0.000000 -0.046179 -0.143643 0.000000 
34 0.330000 1 23.134996 -6.384472 -0.000000 -0.049649 -0.111283 0.000000 
34 0.330000 2 21.841244 0.028502 0.000000 -4.066435 0.559649 0.000000 
34 0.330000 2 22.453369 -5.991291 0.000000 0.719569 0.033944 0.000000 
35 0.340000 1 21.739285 -0.053564 -0.000000 0.130126 0.150196 0.000000 
35 0.340000 1 23.153129 -6.393729 -0.000000 -0.505217 0.118887 0.000000 
35 0.340000 2 21.954356 -0.006906 -0.000000 0.827137 -1.482153 0.000000 
35 0.340000 2 22.904574 -6.269271 -0.000000 5.612906 1.596311 0.000000 
36 0.350000 1 21.800117 -0.044818 0.000000 1.005857 0.029372 0.000000 
36 0.350000 1 23.150582 -6.401064 0.000000 -0.073459 0.081851 0.000000 
36 0.350000 2 20.610423 -0.053155 0.000000 0.080767 2.350533 -0.000000 
37 0.360000 1 21.782709 -0.050632 0.000000 0.306955 0.332595 0.000000 
37 0.360000 1 23.147073 -6.390663 -0.000000 0.217655 -0.045169 -0.000000 
37 0.360000 2 22.314444 -0.095052 0.000000 0.965828 1.706089 0.000000 
37 0.360000 2 22.300009 -6.014462 -0.000000 1.585681 1.034807 -0.000000 
38 0.370000 1 21.800008 -0.050957 0.000000 0.407167 0.004273 0.000000 
38 0.370000 1 23.142322 -6.390599 0.000000 0.517778 -0.461456 0.000000 
38 0.370000 2 22.069403 -0.120027 0.000000 3.359573 1.321029 0.000000 
38 0.370000 2 22.868398 -6.347723 0.000000 -0.191969 -2.674076 -0.000000 
39 0.380000 1 21.833941 -0.054387 -0.000000 0.248351 -0.238629 0.000000 
39 0.380000 1 23.117820 -6.387965 0.000000 0.602402 -0.355523 0.000000 
39 0.380000 2 23.503217 -0.041875 0.000000 -5.108732 -1.446260 -0.000000 
39 0.380000 2 23.073678 -6.366295 0.000000 -1.799465 -0.747434 0.000000 
40 0.390000 1 21.749856 -0.041427 -0.000000 0.434144 0.153589 0.000000 
40 0.390000 1 23.149068 -6.384465 -0.000000 -0.420704 0.029277 0.000000 
40 0.390000 2 22.265864 0.016556 0.000000 -0.934212 -1.676575 0.000000 
40 0.390000 2 23.587198 -6.566808 0.000000 -2.225828 1.368381 0.000000 
41 0.400000 1 21.701340 -0.042669 0.000000 0.310869 -0.088685 0.000000 
41 0.400000 1 23.100550 -6.375260 -0.000000 0.054668 0.013999 0.000000 
41 0.400000 2 20.603781 -0.107730 0.000000 0.547561 0.651190 0.000000 
41 0.400000 2 23.225191 -6.304222 0.000000 -0.125088 -1.336111 0.000000 
42 0.410000 1 21.829210 -0.044602 -0.000000 -0.314813 0.355967 0.000000 
42 0.410000 1 23.041980 -6.361394 -0.000000 0.257989 -0.075096 0.000000 
43 0.420000 1 21.741654 -0.055870 0.000000 0.531700 -0.021180 0.000000 
43 0.420000 1 23.040611 -6.359767 0.000000 -0.073970 -0.054484 0.000000 
43 0.420000 2 21.789606 -0.055591 0.000000 0.505933 -2.830015 0.000000 
43 0.420000 2 22.811442 -6.341114 0.000000 -0.175439 -2.835661 0.000000 
44 0.430000 1 21.812975 -0.038666 -0.000000 0.070180 -0.030546 -0.000000 
44 0.430000 1 23.037140 -6.357222 -0.000000 -0.268599 0.247991 -0.000000 
44 0.430000 2 21.563741 -0.075181 0.000000 -0.174154 0.157106 0.000000 
44 0.430000 2 22.169067 -6.063557 -0.000000 -2.969357 1.981748 -0.000000 
45 0.440000 1 21.825219 -0.046995 0.000000 0.112520 -0.083624 0.000000 
45 0.440000 1 23.042128 -6.363062 0.000000 -0.311415 -0.108596 0.000000 
45 0.440000 2 24.190348 -6.695355 -0.000000 -1.175772 -1.408293 0.000000 
45 0.440000 2 59.437308 1.960219 -0.000000 29.962299 1.096144 0.000000 
46 0.450000 1 21.913024 -0.042865 0.000000 0.479105 0.228812 -0.000000 
46 0.450000 1 23.073782 -6.366871 -0.000000 0.033128 0.044273 0.000000 
46 0.450000 2 21.559976 0.000723 0.000000 -3.007299 -0.092914 0.000000 
46 0.450000 2 23.691253 -6.653119 0.000000 -1.105382 0.094895 0.000000 
47 0.460000 1 21.793263 -0.052929 0.000000 0.071180 -0.197903 0.000000 
47 0.460000 1 23.029921 -6.356502 -0.000000 0.060676 -0.025583 0.000000 
47 0.460000 2 20.881398 0.023750 0.000000 2.268206 -1.318534 -0.000000 
47 0.460000 2 22.967208 -6.425489 -0.000000 -0.790208 -0.199794 0.000000 
48 0.470000 1 21.846363 -0.028247 -0.000000 0.327313 -0.055194 -0.000000 
48 0.470000 1 23.081387 -6.376757 0.000000 -0.314998 0.385519 -0.000000 
48 0.470000 2 20.895754 -0.099130 0.000000 5.380409 0.176296 0.000000 
48 0.470000 2 24.353230 -6.723301 0.000000 4.173763 -0.165318 0.000000 
49 0.480000 1 21.779424 -0.044160 0.000000 0.494659 -0.099870 0.000000 
49 0.480000 1 23.117802 -6.383620 0.000000 -0.083618 -0.069081 0.000000 
49 0.480000 2 21.138985 0.040557 0.000000 -1.036856 0.132214 0.000000 
49 0.480000 2 23.851182 -6.781957 -0.000000 2.349473 -2.496984 0.000000 
50 0.490000 1 21.808153 -0.041334 0.000000 0.323832 0.060856 0.000000 
50 0.490000 1 23.170039 -6.401113 -0.000000 0.201394 -0.069450 0.000000 
50 0.490000 2 22.785564 -0.035316 0.000000 0.373978 0.527774 0.000000 
50 0.490000 2 23.219376 -6.417161 0.000000 -0.071967 0.268401 0.000000 
51 0.500000 1 21.753749 -0.048370 -0.000000 -0.421436 -0.162014 0.000000 
51 0.500000 1 23.242929 -6.439689 0.000000 0.660184 0.082658 0.000000 
51 0.500000 2 22.390023 -0.020397 0.000000 -3.805572 0.751263 -0.000000 
51 0.500000 2 23.794506 -6.676437 0.000000 1.345134 -1.236018 0.000000 
52 0.510000 1 21.742307 -0.028345 -0.000000 0.185284 0.224715 0.000000 
52 0.510000 1 23.089791 -6.375697 0.000000 -0.051653 0.190545 -0.000000 
52 0.510000 2 21.563298 -0.089693 0.000000 -0.277836 -0.961201 -0.000000 
52 0.510000 2 24.461921 -6.711279 0.000000 0.076376 -0.673338 0.000000 
53 0.520000 1 21.865984 -0.028860 0.000000 0.126858 0.110751 0.000000 
53 0.520000 1 23.091196 -6.385741 0.000000 -0.051129 -0.029591 0.000000 
53 0.520000 2 21.686064 -0.025888 0.000000 -0.786618 -0.523084 0.000000 
54 0.530000 1 21.796534 -0.034821 0.000000 -0.124479 -0.181212 0.000000 
54 0.530000 1 23.057843 -6.364910 0.000000 0.294680 0.086627 -0.000000 
54 0.530000 2 22.511628 0.096140 0.000000 0.356868 -0.539229 -0.000000 
54 0.530000 2 24.464946 -6.902674 -0.000000 4.889446 -2.014967 0.000000 
55 0.540000 1 21.820028 -0.023681 0.000000 0.329965 0.004252 0.000000 
55 0.540000 1 23.168260 -6.409334 0.000000 -0.118888 0.253328 0.000000 
55 0.540000 2 19.387016 -6.546949 0.000000 24.497204 -2.063676 0.000000 
55 0.540000 2 22.975962 0.037213 -0.000000 0.045711 0.040125 0.000000 
55 0.540000 2 23.203006 -6.319857 0.000000 -1.233604 0.199671 0.000000 
56 0.550000 1 21.771360 -0.041630 -0.000000 0.083930 0.142533 0.000000 
56 0.550000 1 23.223196 -6.411568 0.000000 0.132209 0.030385 -0.000000 
56 0.550000 2 21.539537 0.041991 -0.000000 -2.340866 -1.426056 -0.000000 
56 0.550000 2 22.986529 -6.318748 0.000000 2.276374 0.430422 -0.000000 
57 0.560000 1 21.796211 -0.022608 0.000000 -0.299998 0.143030 0.000000 
57 0.560000 1 23.180084 -6.409909 0.000000 -0.283040 0.335027 0.000000 
57 0.560000 2 21.610491 -0.013309 -0.000000 5.358481 2.067216 0.000000 
57 0.560000 2 22.071680 -6.144353 0.000000 0.108048 3.525498 0.000000 
58 0.570000 1 21.765567 -0.031100 0.000000 0.175044 -0.132812 0.000000 
58 0.570000 1 23.008577 -6.341395 0.000000 -0.277915 -0.092842 0.000000 
58 0.570000 2 20.906028 0.074559 0.000000 -0.307407 0.425106 0.000000 
58 0.570000 2 24.395450 -6.865336 -0.000000 -2.108623 0.244254 -0.000000 
59 0.580000 1 21.805192 -0.040033 -0.000000 0.034419 0.283302 0.000000 
59 0.580000 1 23.041835 -6.341332 0.000000 -0.070231 -0.032526 0.000000 
59 0.580000 2 22.110672 0.058285 0.000000 0.043047 0.162634 0.000000 
59 0.580000 2 23.116899 -6.384899 0.000000 -6.733694 0.635012 0.000000 
60 0.590000 1 21.728583 -0.019109 -0.000000 -0.395225 -0.260592 0.000000 
60 0.590000 1 23.027016 -6.347780 -0.000000 0.035722 0.013209 0.000000 
60 0.590000 2 20.739135 0.009264 0.000000 0.185081 0.278146 -0.000000 
61 0.600000 1 21.854904 -0.023624 -0.000000 0.336538 0.106480 -0.000000 
61 0.600000 1 23.174415 -6.398154 0.000000 -0.179297 0.183118 0.000000 
61 0.600000 2 21.465888 -0.099919 0.000000 -0.952372 2.147737 0.000000 
61 0.600000 2 22.913302 -6.317902 0.000000 0.081925 2.856238 0.000000 
62 0.610000 1 21.861278 -0.033413 -0.000000 -0.300718 0.020893 -0.000000 
62 0.610000 1 23.035633 -6.356497 0.000000 -0.248134 0.087152 0.000000 
62 0.610000 2 21.548998 -0.049350 0.000000 0.702944 1.525100 -0.000000 
62 0.610000 2 22.865135 -6.329302 -0.000000 1.567941 -2.224242 0.000000 
62 0.610000 2 52.569622 -13.429215 0.000000 -2.155763 11.518578 0.000000 
63 0.620000 1 21.859497 -0.038370 -0.000000 0.069834 0.134005 0.000000 
63 0.620000 1 23.172531 -6.390392 0.000000 0.241358 -0.138698 0.000000 
63 0.620000 2 20.710287 0.027795 -0.000000 2.251331 1.366732 0.000000 
63 0.620000 2 22.881381 -6.380590 0.000000 0.685200 1.147398 0.000000 
64 0.630000 1 21.664774 -0.036597 0.000000 0.047808 -0.209541 0.000000 
64 0.630000 1 23.136609 -6.391835 0.000000 -0.264838 -0.055275 -0.000000 
64 0.630000 2 22.802938 -0.079527 0.000000 1.043490 0.679411 0.000000 
64 0.630000 2 22.808955 -6.296595 -0.000000 -6.365939 2.073683 0.000000 
65 0.640000 1 21.873490 -0.034811 -0.000000 0.286081 -0.014188 0.000000 
65 0.640000 1 23.149644 -6.390242 0.000000 0.060511 -0.174210 0.000000 
65 0.640000 2 21.854292 -0.085301 -0.000000 0.475501 0.823039 -0.000000 
65 0.640000 2 23.363265 -6.607703 0.000000 0.503575 0.629504 0.000000 
66 0.650000 1 21.775880 -0.022597 0.000000 -0.127850 0.011910 0.000000 
66 0.650000 1 23.225803 -6.424937 0.000000 -0.403027 -0.063424 0.000000 
66 0.650000 2 21.613788 -0.066323 0.000000 0.320401 -0.667864 -0.000000 
66 0.650000 2 22.326512 -6.139970 0.000000 3.633522 -2.628565 0.000000 
67 0.660000 1 21.842821 -0.023418 -0.000000 -0.032423 -0.013162 -0.000000 
67 0.660000 1 23.127971 -6.393882 0.000000 0.059815 -0.130252 -0.000000 
67 0.660000 2 21.198464 0.030342 -0.000000 0.736902 1.028342 0.000000 
67 0.660000 2 22.973982 -6.184082 0.000000 -2.775698 0.100217 0.000000 
68 0.670000 1 21.878634 -0.021616 -0.000000 -0.049448 0.208042 -0.000000 
68 0.670000 1 23.074161 -6.360140 0.000000 -0.215400 -0.003417 0.000000 
68 0.670000 2 22.353123 0.024998 -0.000000 -0.321915 -0.745270 -0.000000 
68 0.670000 2 22.558298 -6.384944 0.000000 -3.975420 1.098366 0.000000 
69 0.680000 1 21.809762 -0.024940 0.000000 0.917449 0.020111 0.000000 
69 0.680000 1 23.117246 -6.391142 -0.000000 0.070490 0.003752 0.000000 
69 0.680000 2 21.843398 -0.051384 -0.000000 -2.430137 1.457620 0.000000 
69 0.680000 2 23.771476 -6.661098 0.000000 4.886652 -0.974718 0.000000 
70 0.690000 1 22.018516 -0.031829 0.000000 0.150435 -0.016774 -0.000000 
70 0.690000 1 23.071350 -6.371468 0.000000 -0.048039 -0.127660 -0.000000 
70 0.690000 2 21.964532 0.067694 0.000000 -5.166172 0.896513 0.000000 
70 0.690000 2 22.366522 -6.209737 -0.000000 -6.111025 1.322003 0.000000 
70 0.690000 2 39.818077 -5.299034 -0.000000 37.832145 -76.735932 0.000000 
71 0.700000 1 21.850066 -0.027604 0.000000 -0.006137 0.099910 0.000000 
71 0.700000 1 23.033692 -6.349077 0.000000 -0.173225 0.091404 0.000000 
71 0.700000 2 21.218255 -0.046118 -0.000000 1.411329 -1.564466 0.000000 
71 0.700000 2 22.382116 -6.078860 0.000000 0.870805 1.143553 0.000000 
71 0.700000 2 37.311227 -21.157721 -0.000000 -30.654047 27.800930 0.000000 
72 0.710000 1 21.828079 -0.029321 0.000000 0.420246 -0.096189 0.000000 
72 0.710000 1 23.136423 -6.376845 0.000000 -0.185063 0.186637 -0.000000 
72 0.710000 2 22.097113 -0.005928 -0.000000 0.022360 2.350704 0.000000 
72 0.710000 2 22.082561 -6.163381 -0.000000 -1.698493 -3.607353 0.000000 
73 0.720000 1 21.841748 -0.025809 -0.000000 -0.247003 0.194076 0.000000 
73 0.720000 1 23.077482 -6.367594 0.000000 -0.396451 0.030851 0.000000 
73 0.720000 2 22.357711 -0.033855 0.000000 0.576071 1.004096 0.000000 
73 0.720000 2 22.950769 -6.194934 0.000000 -1.399164 0.588603 0.000000 
74 0.730000 1 21.906912 -0.017572 -0.000000 -0.035475 0.139613 -0.000000 
74 0.730000 1 23.211273 -6.418493 0.000000 0.275728 0.053594 -0.000000 
74 0.730000 2 22.777454 0.067763 0.000000 0.023425 -0.205660 0.000000 
75 0.740000 1 21.789209 -0.018466 -0.000000 0.379526 0.079880 0.000000 
75 0.740000 1 23.152927 -6.379013 -0.000000 0.083790 0.237392 0.000000 
75 0.740000 2 22.001126 0.128096 0.000000 3.498541 -1.172645 0.000000 
76 0.750000 1 21.895816 -0.014563 0.000000 -0.180887 0.050573 0.000000 
76 0.750000 1 23.188040 -6.406627 -0.000000 -0.077228 -0.102690 0.000000 
76 0.750000 2 21.639048 -0.050064 -0.000000 -4.525205 -1.442747 0.000000 
76 0.750000 2 23.789011 -6.626646 -0.000000 -2.852558 2.051735 -0.000000 
77 0.760000 1 21.881982 -0.011011 0.000000 -0.231785 0.033881 0.000000 
77 0.760000 1 23.185634 -6.407702 -0.000000 0.430433 -0.050740 0.000000 
77 0.760000 2 22.148164 -0.073622 0.000000 -5.060938 0.333307 0.000000 
77 0.760000 2 22.440174 -6.184667 0.000000 0.761158 0.898237 0.000000 
78 0.770000 1 21.811383 -0.032809 0.000000 -0.159281 -0.050350 -0.000000 
78 0.770000 1 23.187929 -6.400935 0.000000 0.304403 -0.204351 0.000000 
78 0.770000 2 23.747125 -6.503327 0.000000 -1.527405 0.106188 -0.000000 
79 0.780000 1 21.817073 -0.025850 0.000000 -0.030262 0.299469 0.000000 
79 0.780000 1 23.099537 -6.375753 0.000000 0.210478 -0.320917 0.000000 
79 0.780000 2 21.620738 -0.062588 0.000000 0.446380 0.312342 0.000000 
79 0.780000 2 22.763784 -6.372818 0.000000 0.520132 0.745514 -0.000000 
80 0.790000 1 21.833460 -0.012047 -0.000000 0.195584 0.077211 0.000000 
80 0.790000 1 23.068199 -6.340035 -0.000000 -0.579697 0.297692 -0.000000 
80 0.790000 2 22.133192 -0.052889 -0.000000 1.180603 2.885068 0.000000 
80 0.790000 2 23.819057 -6.548799 0.000000 -2.531248 0.753637 0.000000 
81 0.800000 1 21.783368 -0.017013 -0.000000 0.082293 0.170103 0.000000 
81 0.800000 1 22.985630 -6.339998 0.000000 -0.081882 0.267706 0.000000 
81 0.800000 2 22.166212 -0.089068 -0.000000 2.262095 0.773432 0.000000 
81 0.800000 2 22.206368 -6.053263 0.000000 0.679123 0.197407 0.000000 
82 0.810000 1 21.868309 -0.013054 -0.000000 -0.461919 0.372246 -0.000000 
82 0.810000 1 23.118261 -6.384391 0.000000 -0.453637 0.112733 0.000000 
82 0.810000 2 21.244973 0.087641 -0.000000 3.345185 1.496604 0.000000 
82 0.810000 2 22.539933 -6.197873 0.000000 0.208754 2.777419 0.000000 
83 0.820000 1 21.908026 -0.020535 -0.000000 0.298481 0.312707 0.000000 
83 0.820000 1 23.012791 -6.341819 0.000000 0.247207 0.090120 0.000000 
83 0.820000 2 21.714434 0.045006 -0.000000 -3.239971 0.339652 -0.000000 
83 0.820000 2 22.840587 -6.264877 0.000000 2.539531 1.456490 0.000000 
84 0.830000 1 21.819103 -0.014774 0.000000 0.168202 0.089854 -0.000000 
